EC:2.7.1.41	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
EC:1.13.11.3	PROTOCATECHUATE-34-DIOXYGENASE-RXN
EC:2.4.1.194	2.4.1.194-RXN
EC:3.4.21.39	3.4.21.39-RXN
EC:1.3.1.70	RXN66-306,RXN-4144,RXN66-14
EC:3.4.21.55	3.4.21.55-RXN
EC:1.2.7.6	1.2.7.6-RXN
EC:4.1.2.4	DEOXYRIBOSE-P-ALD-RXN
EC:4.4.1.26	RXN-13612
EC:2.4.1.142	2.4.1.142-RXN
EC:3.2.1.133	3.2.1.133-RXN
EC:2.4.1.332	RXN-15619
EC:1.1.1.374	RXN-15615
EC:1.13.11.4	GENTISATE-12-DIOXYGENASE-RXN
EC:3.6.3.47	3.6.3.47-RXN
EC:1.5.1.44	RXN-13478
EC:1.3.1.100	RXN-13476
EC:2.3.1.88	PEPTIDE-ALPHA-N-ACETYLTRANSFERASE-RXN
EC:4.99.1.5	4.99.1.5-RXN
EC:3.2.1.33	3.2.1.33-RXN
EC:5.4.99.9	GALPMUT-RXN
EC:2.4.1.41	2.4.1.41-RXN
EC:1.14.13.143	RXN-12879
EC:3.4.17.2	CARBOXYPEPTIDASE-B-RXN
EC:1.8.99.3	HYDROGENSULFITE-REDUCTASE-RXN
EC:2.6.1.80	2.6.1.80-RXN
EC:2.4.1.125	2.4.1.125-RXN
EC:2.4.1.5	2.4.1.125-RXN
EC:3.1.3.33	POLYNUCLEOTIDE-5-PHOSPHATASE-RXN
EC:3.1.26.4	3.1.26.4-RXN
EC:2.4.99.9	2.4.99.9-RXN
EC:3.4.22.42	3.4.22.42-RXN
EC:3.4.17.23	RXN-11112
EC:2.4.1.248	RXN-11110
EC:4.2.3.61	RXN-4781
EC:6.2.1.42	RXN-12702
EC:3.2.1.57	3.2.1.57-RXN,RXN-16612
EC:1.4.1.9	LEUCINE-DEHYDROGENASE-RXN
EC:1.1.1.23	RXN-8001
EC:3.2.1.38	3.2.1.38-RXN
EC:1.3.1.32	MALEYLACETATE-REDUCTASE-RXN
EC:2.8.2.15	STEROID-SULFOTRANSFERASE-RXN
EC:3.6.3.35	3.6.3.35-RXN
EC:3.1.27.1	3.1.27.1-RXN
EC:1.2.3.7	INDOLE-3-ACETALDEHYDE-OXIDASE-RXN
EC:2.4.1.40	2.4.1.40-RXN
EC:3.4.18.1	3.4.18.1-RXN
EC:4.2.1.75	UROGENIIISYN-RXN
EC:3.1.3.3	PSERPHOSPHA-RXN,RXN0-5114
EC:5.1.99.3	ALLANTOIN-RACEMASE-RXN
EC:4.2.3.74	RXN-10640
EC:4.2.1.131	RXN-10643,RXN-12722,RXN-12723,RXN-10665
EC:1.14.11.6	THYMINE-DIOXYGENASE-RXN
EC:3.2.1.139	3.2.1.139-RXN,RXN-14370
EC:1.14.13.12	BENZOATE-4-MONOOXYGENASE-RXN
EC:2.4.2.57	RXN-14700,RXN-8800,RXN-14699
EC:2.1.1.294	RXN-14705
EC:2.7.1.181	RXN-14706
EC:5.1.3.27	RXN-14707
EC:6.5.1.5	RXN-14708
EC:5.3.1.16	PRIBFAICARPISOM-RXN
EC:1.1.99.18	CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN
EC:3.4.22.62	3.4.22.62-RXN
EC:2.7.8.39	RXN-14403
EC:1.3.99.22	HEMN-RXN
EC:1.5.3.15	RXN-10463
EC:2.7.7.38	CPM-KDOSYNTH-RXN
EC:1.19.6.1	NITROGENASE-FLAVODOXIN-RXN
EC:3.4.21.21	3.4.21.21-RXN
EC:5.4.99.53	RXN-9664
EC:3.6.1.27	UNDECAPRENYL-DIPHOSPHATASE-RXN
EC:1.14.19.f	RXN-9669,PHOSPHATIDYLCHOLINE-DESATURASE-RXN
EC:3.1.6.6	CHOLINE-SULFATASE-RXN
EC:5.99.1.4	RXNN-386
EC:3.4.23.24	3.4.23.24-RXN
EC:5.3.1.15	D-LYXOSE-KETOL-ISOMERASE-RXN
EC:2.4.99.19	RXN-13280
EC:6.3.4.4	ADENYLOSUCCINATE-SYNTHASE-RXN
EC:4.2.3.126	RXN-8592
EC:3.4.19.3	PYROGLUTAMYL-PEPTIDASE-I-RXN
EC:1.2.7.7	1.2.7.7-RXN
EC:2.1.4.1	GLYCINE-AMIDINOTRANSFERASE-RXN
EC:4.1.3.34	RXN-7929,CITRYLY-RXN
EC:1.5.1.25	1.5.1.25-RXN
EC:2.7.3.3	ARGININE-KINASE-RXN
EC:3.4.24.43	3.4.24.43-RXN
EC:2.1.3.9	2.1.3.9-RXN
EC:2.4.1.68	2.4.1.68-RXN
EC:3.4.11.19	3.4.11.19-RXN
EC:4.1.2.56	RXN-13865
EC:4.1.99.20	RXN-13866
EC:1.14.13.159	RXN-9829
EC:2.8.4.3	RXN0-5063
EC:2.3.1.171	2.3.1.171-RXN,RXN-7834,RXN-15335,RXN-8206
EC:3.4.22.15	3.4.22.15-RXN
EC:4.2.3.1	THRESYN-RXN
EC:3.5.1.53	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN
EC:3.5.1.68	N-FORMYLGLUTAMATE-DEFORMYLASE-RXN
EC:2.7.1.103	VIOMYCIN-KINASE-RXN
EC:3.4.24.48	3.4.24.48-RXN
EC:5.3.99.M1	RXN-8911
EC:2.1.1.101	MACROCIN-O-METHYLTRANSFERASE-RXN
EC:2.7.4.3	ADENYL-KIN-RXN
EC:5.1.3.15	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
EC:3.4.24.55	3.4.24.55-RXN
EC:3.8.1.2	RXN-15138,2-HALOACID-DEHALOGENASE-RXN
EC:2.3.1.26	RXN-15132,RXN-15134,STEROL-O-ACYLTRANSFERASE-RXN
EC:2.8.2.37	RXN-15426
EC:4.2.3.145	RXN-15427
EC:2.5.1.125	RXN-15425
EC:2.5.1.124	RXN-15422
EC:2.5.1.123	RXN-15421
EC:4.2.3.146	RXN-15429
EC:2.7.7.7	DNA-DIRECTED-DNA-POLYMERASE-RXN
EC:1.13.11.53	R146-RXN
EC:3.5.2.16	3.5.2.16-RXN
EC:2.4.1.85	RXN-743
EC:3.4.22.52	3.4.22.17-RXN,3.4.22.52-RXN
EC:6.3.2.9	UDP-NACMURALA-GLU-LIG-RXN
EC:1.1.1.43	1.1.1.43-RXN
EC:3.2.1.36	3.2.1.36-RXN
EC:4.2.1.44	MYO-INOSOSE-2-DEHYDRATASE-RXN
EC:2.1.1.3	2.1.1.3-RXN
EC:3.6.3.15	3.6.3.15-RXN
EC:2.4.1.305	RXN-14559
EC:2.4.1.303	RXN-14558
EC:6.2.1.24	PHYTANATE--COA-LIGASE-RXN
EC:3.4.24.82	RXN-11702
EC:3.4.23.45	RXN-11701
EC:3.4.24.80	RXN-11700
EC:1.2.1.80	RXN-11707,RXN-11706
EC:1.14.13.1	RXN-10078,RXN-10079,RXN-9914,RXN-9912,SALICYLATE-1-MONOOXYGENASE-RXN
EC:1.1.1.343	RXN-3341
EC:1.2.1.12	GAPOXNPHOSPHN-RXN
EC:2.7.1.49	OHMETPYRKIN-RXN
EC:3.1.3.21	GLYCEROL-1-PHOSPHATASE-RXN,RXN-14964,RXN-14965
EC:3.4.24.15	3.4.24.15-RXN
EC:2.4.2.7	ADENPRIBOSYLTRAN-RXN,RXN-14270
EC:3.2.1.24	3.2.1.24-RXN
EC:2.1.1.99	2.1.1.99-RXN
EC:1.5.1.2	RXN66-546,PYRROLINECARBREDUCT-RXN
EC:4.4.1.8	CYSTATHIONINE-BETA-LYASE-RXN,RXN-12729
EC:1.5.5.2	RXN66-542,RXN-14903,RXN0-7008
EC:1.21.3.3	RETICULINE-OXIDASE-RXN
EC:2.1.1.85	2.1.1.85-RXN
EC:6.3.5.2	GMP-SYN-GLUT-RXN
EC:2.4.1.244	2.4.1.244-RXN
EC:2.4.1.211	2.4.1.211-RXN
EC:1.20.4.1	RXN-982
EC:6.2.1.19	6.2.1.19-RXN
EC:3.4.17.4	GLY-X-CARBOXYPEPTIDASE-RXN
EC:1.2.1.10	RXN-13671,ACETALD-DEHYDROG-RXN
EC:1.11.1.1	NADH-PEROXIDASE-RXN
EC:1.14.14.10	RXN-9508
EC:2.3.1.65	RXN-9851,RXN-9852,GLYCINE-N-CHOLOYLTRANSFERASE-RXN,RXN-9800
EC:3.6.3.4	3.6.3.4-RXN
EC:1.21.4.4	1.21.4.4-RXN
EC:4.2.1.46	DTDPGLUCDEHYDRAT-RXN
EC:3.2.1.56	RXN-16484,RXN-16509
EC:2.3.1.1	RXN0-6948,N-ACETYLTRANSFER-RXN
EC:3.2.2.9	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
EC:4.1.99.17	PYRIMSYN1-RXN
EC:3.5.1.42	NMNAMIDOHYDRO-RXN
EC:6.2.1.37	RXN-7488
EC:2.3.1.220	RXN-7481
EC:1.13.11.41	1.13.11.41-RXN
EC:6.2.1.11	BIOTIN--COA-LIGASE-RXN
EC:3.2.1.129	3.2.1.129-RXN
EC:3.6.1.58	RXN-12816
EC:3.6.1.62	RXN-12817
EC:3.1.7.9	RXN-12814,RXN-14039
EC:2.6.1.34	RXN-12812
EC:2.6.1.89	RXN-12810
EC:2.6.1.90	RXN-12811
EC:3.13.1.1	RXN-1223
EC:2.4.1.184	RXN-1226,RXN-9721,RXN-16635
EC:2.4.1.241	RXN-1225
EC:1.1.1.316	RXN-1884
EC:5.1.3.18	RXN-1882
EC:2.7.1.174	RXN-15091,RXN-12959
EC:2.3.1.22	RXN-15090,2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
EC:2.7.1.180	RXN-14461
EC:3.6.4.12	RXN-11135
EC:3.4.25.2	RXN-11136
EC:3.4.22.69	RXN-11138,RXN-11144
EC:2.7.7.4	RXN-12720,SULFATE-ADENYLYLTRANS-RXN
EC:1.8.4.9	RXN-12721,1.8.4.9-RXN
EC:5.4.99.45	RXN-12727
EC:3.5.2.9	5-OXOPROLINASE-ATP-HYDROLYSING-RXN
EC:5.5.1.25	RXN-15893
EC:1.2.1.92	RXN-15892
EC:1.5.1.46	RXN-11390
EC:1.14.13.23	3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN
EC:3.6.1.55	RXN-11396
EC:1.1.1.208	+-NEOMENTHOL-DEHYDROGENASE-RXN
EC:1.1.1.56	RIBITOL-2-DEHYDROGENASE-RXN
EC:4.1.2.17	FUCPALDOL-RXN
EC:2.5.1.67	2.5.1.67-RXN
EC:4.2.1.92	RXN1F-19
EC:1.8.3.5	1.8.3.5-RXN
EC:1.3.1.33	RXN1F-10,RXN-5285
EC:1.17.99.1	1.17.99.1-RXN
EC:4.2.3.20	4.2.3.20-RXN
EC:2.1.1.210	RXN-10669
EC:2.1.1.11	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
EC:5.1.1.3	GLUTRACE-RXN
EC:4.2.3.144	RXN-10441
EC:3.4.21.77	3.4.21.77-RXN
EC:1.14.13.172	RXN-10446
EC:3.7.1.20	RXN-10445
EC:5.1.3.1	RIBULP3EPIM-RXN
EC:3.5.4.5	CYTIDEAM2-RXN,CYTIDEAM-RXN
EC:3.10.1.1	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN
EC:2.1.1.150	RXN-3481,RXN-6241,RXN-3642
EC:3.2.1.51	ALPHA-L-FUCOSIDASE-RXN
EC:1.14.13.128	RXN-11518
EC:2.1.1.212	RXN-3624
EC:5.99.1.2	5.99.1.2-RXN
EC:3.2.2.2	INOSINE-NUCLEOSIDASE-RXN
EC:1.14.14.14	RXN-14744,RXN-14746
EC:2.4.1.250	RXN-6501
EC:2.1.1.M2	RXN-16722
EC:4.2.1.79	2-METHYLCITRATE-DEHYDRATASE-RXN
EC:1.14.19.2	RXN-7903,RXN-8389
EC:1.17.7.2	RXN-7679
EC:1.2.1.63	6-OXOHEXANOATE-OXIDATION-RXN
EC:2.1.1.267	RXN-13955,RXN-13956,RXN-8452,RXN-8451
EC:3.4.23.22	3.4.23.22-RXN
EC:1.14.13.133	RXN-13400
EC:6.3.2.38	RXN-13054
EC:5.4.99.15	5.4.99.15-RXN
EC:1.8.2.2	THIOSULFATE-DEHYDROGENASE-RXN
EC:1.5.99.14	R162-RXN
EC:1.1.99.22	GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN
EC:2.2.1.2	TRANSALDOL-RXN
EC:1.1.1.327	R542-RXN
EC:3.5.99.3	R122-RXN
EC:2.1.1.74	2.1.1.74-RXN
EC:3.4.22.65	3.4.22.65-RXN
EC:3.1.3.53	MYOSIN-LIGHT-CHAIN-PHOSPHATASE-RXN
EC:2.4.1.9	INULOSUCRASE-RXN,RXN-15518
EC:3.4.24.38	3.4.24.38-RXN
EC:2.1.1.137	2.1.1.137-RXN,2.1.1.138-RXN
EC:2.1.1.306	RXN-15404
EC:2.4.1.331	RXN-15406
EC:1.10.9.1	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN
EC:2.1.1.89	2.1.1.89-RXN
EC:6.4.1.4	METHYLCROTONYL-COA-CARBOXYLASE-RXN
EC:2.4.2.47	RXN-11092
EC:2.4.2.46	RXN-11091
EC:3.4.21.12	3.4.21.12-RXN
EC:1.14.11.4	PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN
EC:3.1.3.32	POLYNUCLEOTIDE-3-PHOSPHATASE-RXN
EC:2.7.7.60	2.7.7.60-RXN
EC:3.5.4.30	3.5.4.30-RXN
EC:2.1.1.68	RXN-1143,RXN-1104,RXN-3422
EC:2.7.1.72	STREPTOMYCIN-6-KINASE-RXN
EC:6.3.4.11	6.3.4.11-RXN
EC:5.1.3.26	RXN-14572
EC:2.7.8.40	RXN-14571
EC:2.3.1.234	RXN-14570
EC:3.1.3.81	RXN-11277
EC:2.2.1.11	RXN-10053,RXN-13144
EC:1.13.12.13	RXN-3361
EC:3.5.4.29	RXN-10055
EC:1.1.1.302	RXN-10057,RXN-14171
EC:2.7.1.105	6-PHOSPHOFRUCTO-2-KINASE-RXN
EC:5.1.3.17	5.1.3.17-RXN
EC:1.2.1.24	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
EC:3.1.26.8	3.1.26.8-RXN
EC:3.4.11.10	3.4.11.10-RXN
EC:6.3.3.3	DETHIOBIOTIN-SYN-RXN
EC:3.6.1.29	BIS5-ADENOSYL-TRIPHOSPHATASE-RXN
EC:1.9.6.1	NITRATE-REDUCTASE-CYTOCHROME-RXN
EC:2.4.1.67	2.4.1.67-RXN
EC:2.4.1.163	2.4.1.163-RXN
EC:2.3.1.135	2.3.1.135-RXN,RXN-12563
EC:2.4.1.101	2.4.1.101-RXN
EC:3.1.3.58	RXN66-526,GLUCOSE-6-PHOSPHATASE-RXN,RXN-15312
EC:3.1.3.9	RXN66-526,GLUCOSE-6-PHOSPHATASE-RXN,RXN-15312
EC:2.7.1.1	RXN66-521,RXN-1685,HEXOKINASE-RXN
EC:2.6.1.6	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
EC:3.5.1.1	ASPARAGHYD-RXN
EC:4.1.2.52	4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
EC:1.4.4.2	GCVP-RXN
EC:2.1.1.118	2.1.1.118-RXN
EC:2.7.1.165	GKI-RXN
EC:1.14.19.s	RXN-16069
EC:1.14.19.r	RXN-16068
EC:3.5.1.51	4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN
EC:6.3.1.10	RXN-6261,6.3.1.10-RXN
EC:1.1.1.122	D-THREO-ALDOSE-1-DEHYDROGENASE-RXN
EC:1.14.11.21	RXN-6266,1.14.11.21-RXN,RXN-6267
EC:3.8.1.10	RXN-6264,2-HALOACID-DEHALOGENASE-RXN
EC:3.8.1.9	RXN-6264
EC:2.4.1.284	RXN-13121
EC:3.5.1.112	RXN-13123
EC:2.4.1.283	RXN-13122
EC:2.4.1.301	RXN-13125,RXN-13124,RXN-13164,RXN-13147,RXN-13145,RXN-13149,RXN-13148
EC:2.6.1.94	RXN-13127
EC:4.3.1.28	RXN-13654
EC:1.14.13.84	RXN-13129,1.14.13.84-RXN
EC:2.7.1.66	UNDECAPRENOL-KINASE-RXN
EC:3.2.1.170	RXN0-5216
EC:1.3.7.8	1.3.99.15-RXN
EC:2.7.8.34	RXN-11879
EC:2.3.1.210	TDPFUCACTRANS-RXN
EC:2.7.7.74	RXN-11877
EC:2.7.4.1	POLYPHOSPHATE-KINASE-RXN
EC:2.5.1.44	2.5.1.44-RXN
EC:1.5.1.20	1.5.1.20-RXN
EC:2.1.1.158	RXN-7596
EC:1.1.1.224	MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN
EC:1.1.1.179	D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN
EC:1.5.98.2	METHELENE-THMPT-OXI-RXN
EC:4.2.3.100	RXN-12836
EC:4.2.3.101	RXN-12837
EC:4.2.3.96	RXN-12831
EC:4.2.3.97	RXN-12832
EC:4.2.3.98	RXN-12833
EC:5.3.2.3	RXN-12839
EC:5.1.3.6	UDP-GLUCURONATE-4-EPIMERASE-RXN
EC:3.4.22.70	RXN-11146
EC:4.2.3.125	RXN-8599
EC:1.16.1.10	RXN-14961
EC:2.7.1.78	POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN
EC:1.4.1.16	DIAMINOPIMELATE-DEHYDROGENASE-RXN
EC:6.2.1.41	RXN-12746
EC:3.5.2.5	ALLANTOINASE-RXN
EC:3.4.24.21	3.4.24.21-RXN
EC:1.12.7.2	HYDROG-RXN
EC:2.1.1.139	2.1.1.139-RXN
EC:3.1.3.16	3.1.3.16-RXN
EC:1.3.1.20	1.3.1.20-RXN
EC:1.14.13.87	1.14.13.87-RXN
EC:1.4.3.1	D-ASPARTATE-OXIDASE-RXN
EC:1.4.3.15	D-ASPARTATE-OXIDASE-RXN
EC:3.4.21.84	3.4.21.84-RXN
EC:3.4.24.59	3.4.24.59-RXN
EC:1.1.3.38	1.1.3.38-RXN
EC:2.5.1.45	2.5.1.45-RXN
EC:1.3.1.75	RXN1F-72,RXN-5286
EC:1.1.1.290	ERYTHRON4PDEHYDROG-RXN
EC:4.2.3.70	RXN-10600
EC:1.14.13.167	RXN-8739
EC:3.2.2.19	RXN-8732,ADP-RIBOSYLARGININE-HYDROLASE-RXN
EC:3.2.1.140	RXN-8731
EC:3.1.4.12	RXN-15212,SPHINGOMYELIN-PHOSPHODIESTERASE-RXN
EC:3.2.1.169	RXN-15215,RXN-11892,RXN-11891
EC:5.2.1.13	RXN-8042
EC:3.2.2.8	RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
EC:1.8.1.9	THIOREDOXIN-REDUCT-NADPH-RXN
EC:3.2.1.126	CONIFERIN-BETA-GLUCOSIDASE-RXN
EC:5.4.99.43	RXN-12498
EC:1.7.3.5	3-ACI-NITROPROPANOATE-OXIDASE-RXN
EC:2.4.1.146	2.4.1.146-RXN
EC:3.4.23.23	3.4.23.23-RXN
EC:3.2.1.63	12-ALPHA-L-FUCOSIDASE-RXN
EC:2.5.1.23	SYM-NORSPERMIDINE-SYNTHASE-RXN
EC:4.1.1.8	OXALYL-COA-DECARBOXYLASE-RXN
EC:2.7.7.3	PANTEPADENYLYLTRAN-RXN
EC:3.1.1.79	RXN-1602,RXN-7952
EC:1.4.3.24	RXN-16529,RXN-13088
EC:3.1.1.30	D-ARABINONOLACTONASE-RXN
EC:2.5.1.5	2.5.1.5-RXN
EC:2.6.1.18	2.6.1.18-RXN
EC:1.1.1.348	RXN-3601,RXN-3768,RXN-4504
EC:2.3.1.194	RXN-11497
EC:1.6.2.6	LEGHEMOGLOBIN-REDUCTASE-RXN
EC:1.2.5.1	RXN-11496
EC:1.2.1.88	RXN-14116
EC:6.3.2.47	RXN-16294,RXN-16291,RXN-16292,RXN-16293
EC:6.3.2.28	RXN-16296
EC:1.3.1.aa	RXN-16298,RXN-16265
EC:1.1.1.44	RXN-9952
EC:1.2.1.18	RXN-9958
EC:1.4.3.10	PUTRESCINE-OXIDASE-RXN
EC:3.2.1.143	3.2.1.143-RXN
EC:2.8.3.1	RXN-15723,RXN-15724,R11-RXN,PROPIONATE-COA-TRANSFERASE-RXN
EC:2.4.2.18	PRTRANS-RXN
EC:2.6.1.4	GLYCINE-AMINOTRANSFERASE-RXN
EC:2.7.7.41	RXN0-5515,CDPDIGLYSYN-RXN
EC:2.7.11.23	RNA-POLYMERASE-SUBUNIT-KINASE-RXN
EC:2.7.8.35	RXN-6380
EC:4.2.1.116	RXN-6383
EC:4.4.1.16	SELENOCYSTEINE-LYASE-RXN
EC:1.2.1.4	RXN0-3962,ALDEHYDE-DEHYDROGENASE-NADP+-RXN
EC:4.1.1.61	4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
EC:2.6.1.30	2.6.1.30-RXN
EC:2.6.1.79	PREPHENATE-TRANSAMINE-RXN
EC:1.1.1.243	CARVEOL-DEHYDROGENASE-RXN
EC:3.8.1.8	3.8.1.8-RXN
EC:3.1.3.46	3.1.3.46-RXN
EC:5.2.1.14	RXN-13641
EC:1.1.5.6	FORMATEDEHYDROG-RXN,RXN-11237
EC:2.6.1.50	2.6.1.50-RXN
EC:2.4.1.187	TEICHOICSYN2-RXN
EC:2.1.1.151	2.1.1.151-RXN,RXN-8760
EC:2.7.1.149	2.7.1.149-RXN
EC:2.8.2.24	RXN-4606
EC:3.1.27.10	3.1.27.10-RXN
EC:2.5.1.93	RXN-8920
EC:2.4.1.121	2.4.1.121-RXN
EC:2.7.7.40	2.7.7.40-RXN
EC:1.2.1.79	SUCCSEMIALDDEHYDROG-RXN
EC:2.7.1.150	2.7.1.150-RXN
EC:1.14.11.8	TRIMETHYLLYSINE-DIOXYGENASE-RXN
EC:2.7.8.29	RXN-1382
EC:3.4.17.21	3.4.17.21-RXN
EC:3.2.1.132	3.2.1.132-RXN
EC:2.4.1.289	RXN-11070
EC:2.4.1.288	RXN-11077
EC:2.4.2.45	RXN-11078
EC:4.2.2.2	4.2.2.2-RXN
EC:5.1.1.15	5.1.1.15-RXN
EC:1.2.1.46	FORMALDEHYDE-DEHYDROGENASE-RXN
EC:3.5.2.2	RXN-11217,RXN-11211,DIHYDROPYRIMIDINASE-RXN
EC:3.1.3.86	RXN-10036
EC:3.1.3.84	RXN-10034
EC:3.5.4.31	RXN-10035
EC:1.4.1.24	RXN-10032
EC:1.1.99.12	SORBOSE-DEHYDROGENASE-RXN
EC:3.4.21.92	3.4.21.92-RXN
EC:2.7.1.164	RXN-10038
EC:2.9.1.2	RXN-10039
EC:2.4.1.78	2.4.1.78-RXN
EC:2.5.1.68	2.5.1.68-RXN
EC:4.1.1.79	R231-RXN
EC:3.2.1.58	3.2.1.58-RXN
EC:2.1.2.9	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
EC:1.1.1.206	TROPINE-DEHYDROGENASE-RXN
EC:3.5.1.30	5-AMINOPENTANAMIDASE-RXN
EC:2.7.1.71	SHIKIMATE-KINASE-RXN
EC:5.4.4.2	ISOCHORSYN-RXN
EC:4.1.2.51	DHDOGALDOL-RXN
EC:1.4.99.2	TAURINE-DEHYDROGENASE-RXN
EC:1.1.1.351	6PGLUCONDEHYDROG-RXN
EC:1.3.1.77	RXN-9723,RXN-9725,RXN-9724,RXN-10693
EC:2.3.1.187	RXN-9729
EC:2.4.1.20	CELLOBIOSE-PHOSPHORYLASE-RXN
EC:1.1.1.336	UDPMANNACADEHYDROG-RXN
EC:2.7.7.53	ATP-ADENYLYLTRANSFERASE-RXN
EC:6.3.2.25	6.3.2.25-RXN
EC:5.4.99.37	RXN-9895
EC:3.4.14.10	3.4.14.10-RXN
EC:2.1.1.67	THIOPURINE-S-METHYLTRANSFERASE-RXN
EC:2.7.1.21	THYKI-RXN,DURIDKI-RXN
EC:3.4.22.39	3.4.22.39-RXN
EC:1.14.17.4	ETHYL-RXN
EC:1.1.1.86	ACETOOHBUTREDUCTOISOM-RXN,ACETOLACTREDUCTOISOM-RXN
EC:2.1.1.202	RXN-11859,RXN-11858,RXN-11857,RXN-11856
EC:2.1.1.203	RXN-11856
EC:2.1.1.204	RXN-11855
EC:1.13.11.49	1.13.11.49-RXN
EC:2.3.1.195	RXN-11852
EC:1.14.13.118	1.14.13.118-RXN
EC:2.1.1.45	THYMIDYLATESYN-RXN
EC:4.6.1.13	3.1.4.10-RXN
EC:3.4.11.18	3.4.11.18-RXN
EC:1.2.1.47	1.2.1.47-RXN
EC:2.7.7.79	RXN-12502,RXN-12503,RXN-12504
EC:1.12.99.6	RXN-16420,RXN0-5256,RXN0-4141
EC:1.2.1.67	1.2.1.67-RXN
EC:2.7.11.11	RXN-14906,2.7.12.1-RXN
EC:2.7.12.1	RXN-14906,2.7.12.1-RXN,2.7.10.1-RXN
EC:2.3.3.3	RXN-14905
EC:2.6.1.106	RXN-12768
EC:4.3.1.30	RXN-12769
EC:1.14.14.11	RXN-12764
EC:2.1.1.234	RXN-12767
EC:1.13.11.62	RXN-12761
EC:2.7.7.30	2.7.7.30-RXN
EC:1.3.1.60	1.3.1.60-RXN
EC:2.1.1.191	RXN-11602
EC:2.7.1.25	ADENYLYLSULFKIN-RXN
EC:1.3.99.33	RXN-14236
EC:4.1.1.7	HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN,BENZOYLFORMATE-DECARBOXYLASE-RXN
EC:2.1.1.56	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
EC:1.1.1.310	RXN-11689
EC:1.14.19.ai	RXN-11682,RXN-11681
EC:3.2.1.120	3.2.1.120-RXN
EC:1.21.98.1	RXN-10620
EC:1.3.1.83	RXN-10625
EC:1.1.1.326	RXN-10629
EC:1.14.13.150	RXN-10628
EC:1.6.5.10	RXN0-271
EC:2.4.1.324	RXN-15236
EC:2.4.1.322	RXN-15235
EC:1.3.1.99	RXN-14013
EC:1.17.1.8	RXN-14014
EC:2.8.2.20	PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN
EC:2.6.1.7	2.6.1.7-RXN,RXN-10721
EC:1.14.13.37	1.14.13.37-RXN
EC:6.3.4.12	GLUTAMATE--METHYLAMINE-LIGASE-RXN
EC:4.2.3.53	RXN-10483
EC:4.2.3.54	RXN-10482
EC:1.1.1.288	1.1.1.288-RXN
EC:3.1.3.41	4-NITROPHENYLPHOSPHATASE-RXN
EC:2.4.2.40	ZEATIN-O-BETA-D-XYLOSYLTRANSFERASE-RXN
EC:1.1.1.275	RXN-9397
EC:4.2.1.49	UROCANATE-HYDRATASE-RXN
EC:6.3.2.2	GLUTCYSLIG-RXN
EC:1.14.13.124	RXN-4602
EC:3.2.1.131	3.2.1.131-RXN
EC:4.2.2.11	4.2.2.11-RXN
EC:2.3.1.76	RETINOL-O-FATTY-ACYLTRANSFERASE-RXN,RXN-12547
EC:3.4.24.68	3.4.24.68-RXN
EC:1.1.3.10	PYRANOSE-OXIDASE-RXN
EC:3.2.1.95	3.2.1.95-RXN
EC:6.2.1.9	MALATE--COA-LIGASE-RXN
EC:1.4.7.1	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
EC:1.11.1.15	1.11.1.15-RXN,RXN0-5468
EC:1.2.1.82	RXN-11998
EC:1.3.1.94	RXN-9971
EC:4.3.1.6	BETA-ALANYL-COA-AMMONIA-LYASE-RXN
EC:4.3.2.1	ARGSUCCINLYA-RXN,RXN-22
EC:3.5.1.94	RXN0-3942
EC:2.3.2.5	GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN
EC:3.2.1.142	3.2.1.142-RXN
EC:3.5.1.61	MIMOSINASE-RXN
EC:2.7.1.170	RXN0-4621
EC:2.1.1.114	2.1.1.114-RXN,RXN-9287,RXN-9280,RXN-9281,RXN-9282,RXN-11757
